planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
EPIC 206215704 b,EPIC 206215704,2.254912,,1.3,0.123,,,,,,3297.0,0.31,0.41,109.88799999999999,4.9,-9.5097112,Transit
EPIC 206317286 b,EPIC 206317286,1.58284,,1.0899999999999999,0.0975,,,,,,,0.67,0.71,314.35,,-7.972456,Transit
EPIC 206317286 c,EPIC 206317286,17.509878,,2.291333333333333,0.20466666666666666,,,,,,4750.5,0.7200000000000001,0.83,314.35,4.6,-7.972456,Transit
EPIC 211822797 b,EPIC 211822797,21.169002578333334,0.12525,2.0700000000000003,0.1845,,,0.12,431.0,,3941.442,0.5966666666666667,0.614,186.197,4.666666666666667,17.6399744,Transit
EPIC 211945201 b,EPIC 211945201,19.493618005555554,0.14865,6.081166666666667,0.5436666666666666,27.0,0.08495,0.0,851.5,G0,6105.857142857143,1.4055555555555557,1.17,181.69,4.22,19.4020565,Transit
EPIC 212297394 b,EPIC 212297394,2.2892509999999997,,1.5443333333333333,0.1376666666666667,,,,1149.0,,5171.0,0.775,0.83,418.395,4.55,-17.6098985,Transit
EPIC 212297394 c,EPIC 212297394,5.213581666666666,,2.2800000000000002,0.20350000000000001,,,,866.0,,5089.5,0.7766666666666667,0.83,418.395,4.5649999999999995,-17.6098985,Transit
EPIC 212424622 b,EPIC 212424622,18.0977,,2.19,0.1955,,,,,,,1.22,1.11,611.804,,-14.3594358,Transit
EPIC 212499991 b,EPIC 212499991,34.885,,1.6,0.143,,,,,,,,0.91,283.29,,-12.7347749,Transit
EPIC 212587672 b,EPIC 212587672,15.282993333333332,,1.2566666666666666,0.112,,,,756.0,,6004.0,0.98,0.97,320.07,4.45,-10.862546799999999,Transit
EPIC 212587672 c,EPIC 212587672,23.228926943333335,,2.29375,0.20575,,,,658.0,,6010.5,0.96,1.0833333333333333,320.07,4.505,-10.862546799999999,Transit
EPIC 212624936 b,EPIC 212624936,0.578657,,1.2,0.107,,,,,,5765.0,0.93,,561.929,4.4,-10.0236852,Transit
EPIC 212624936 c,EPIC 212624936,11.8126535,,2.485,0.22149999999999997,,,,,,5765.0,0.94,,561.929,4.4,-10.0236852,Transit
EPIC 212737443 b,EPIC 212737443,13.604326513333334,0.098,2.586,0.231,,,0.2,536.0,K3,4615.333333333333,0.67,0.71,336.25,4.640000000000001,-7.3180577,Transit
EPIC 212737443 c,EPIC 212737443,65.55,0.28,2.69,0.24,,,0.2,316.0,K3,4684.0,0.67,0.69,336.25,4.62,-7.3180577,Transit
EPIC 220492298 b,EPIC 220492298,0.762406,,0.99,0.088,,,,,,5620.0,0.89,,624.512,4.5,6.588798,Transit
EPIC 220554210 c,K2-282,0.7053353333333333,,1.6033333333333335,0.143,,,,,,5499.0,1.005,0.94,496.289,4.5,7.9952914,Transit
EPIC 220674823 b,EPIC 220674823,0.5712691000000001,0.012844999999999999,1.6942,0.1511,8.3225,0.026185,0.0,2203.75,G5,5550.5,0.945,0.9400000000000001,244.59,4.502857142857143,10.7947051,Transit
EPIC 220674823 c,EPIC 220674823,13.338915777777778,0.107375,2.7623333333333333,0.24644444444444444,6.8,0.021393333333333334,0.10333333333333333,760.5,G5,5558.285714285715,0.9411111111111112,0.9466666666666667,244.59,4.516666666666667,10.7947051,Transit
EPIC 228836835 b,EPIC 228836835,0.7281215000000001,,1.185,0.10550000000000001,,,,932.0,,3644.0,0.37,0.42,150.124,4.9,-5.2446247,Transit
EPIC 229004835 b,EPIC 229004835,16.139374666666665,0.1237,2.1373333333333333,0.18933333333333333,10.4,0.03272,0.23,771.5,,5874.666666666667,0.9933333333333333,1.02,121.971,4.4350000000000005,-1.4047214,Transit
EPIC 246851721 b,EPIC 246851721,6.18025145,0.07229,11.781,1.051,953.49,3.0,,1401.0,F5 V,6202.0,1.59,1.32,372.632,4.16,16.2786991,Transit
EPIC 248847494 b,EPIC 248847494,3650.0,4.5,12.442,1.11,4131.79,13.0,0.0,183.0,,4898.0,2.7,0.9,551.886,3.52,11.8427484,Transit
EPIC 249893012 b,EPIC 249893012,3.5951,0.047,1.95,0.174,8.75,0.02753,0.06,1616.0,G8 IV/V,5430.0,1.71,1.05,321.296,3.99,-16.7246474,Transit
EPIC 249893012 c,EPIC 249893012,15.624,0.13,3.67,0.327,14.67,0.04616,0.07,990.0,G8 IV/V,5430.0,1.71,1.05,321.296,3.99,-16.7246474,Transit
EPIC 249893012 d,EPIC 249893012,35.747,0.22,3.94,0.352,10.18,0.03203,0.15,752.0,G8 IV/V,5430.0,1.71,1.05,321.296,3.99,-16.7246474,Transit
FU Tau b,FU Tau,,763.0,,,5562.009865,17.5,,2467.0,M7.25,2838.0,,0.05,,,25.0506711,Imaging
G 196-3 b,G 196-3,,350.0,,,8263.53858,26.0,,1670.0,,,,,21.7912,,50.3861806,Imaging
G 264-012 b,G 264-012,2.30538,0.02279,,,2.5,0.00787,,587.0,M4.0 V,3326.0,0.3,0.3,16.009,4.85,66.803848,Radial Velocity
G 264-012 c,G 264-012,8.0518,0.0525,,,3.75,0.0118,,387.0,M4.0 V,3326.0,0.3,0.3,16.009,4.85,66.803848,Radial Velocity
G 9-40 b,G 9-40,5.7459728666666665,0.0385,2.025,0.181,11.7,0.03681,0.0,456.0,M2.5 V,3362.0,0.31,0.29,27.9276,4.933333333333334,21.0747961,Transit
GJ 1002 b,GJ 1002,10.3465,0.0457,,,1.08,0.0034,,231.0,M5.5 V,3024.0,0.14,0.12,4.84867,5.1,-7.5462123,Radial Velocity
GJ 1002 c,GJ 1002,21.202,0.0738,,,1.36,0.00428,,182.0,M5.5 V,3024.0,0.14,0.12,4.84867,5.1,-7.5462123,Radial Velocity
GJ 1061 b,GJ 1061,3.204,0.021,,,1.37,0.00431,0.31,,M5.5 V,2953.0,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1061 c,GJ 1061,6.689,0.035,,,1.74,0.00547,0.29,,M5.5 V,2953.0,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1061 d,GJ 1061,13.031,0.054,,,1.64,0.00516,0.53,,M5.5 V,2953.0,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1132 b,GJ 1132,1.6289300249999998,0.015314999999999999,1.24,0.11066666666666668,1.6225,0.005105,0.11,527.3333333333334,M4.5 V,3270.0,0.22249999999999998,0.18,12.613,4.88,-47.1549358,Transit
GJ 1132 c,GJ 1132,8.929,0.0476,,,2.64,0.00831,0.27,300.0,,3270.0,0.21,0.18,12.613,,-47.1549358,Radial Velocity
GJ 1148 b,GJ 1148,41.384,0.16603533333333334,,,99.71774333333333,0.31375000000000003,0.35333333333333333,,,3310.523333333333,0.3633333333333333,0.35000000000000003,11.0143,4.873333333333334,42.7515862,Radial Velocity
GJ 1148 c,GJ 1148,534.24,0.9211,,,75.347695,0.23707,0.30600000000000005,,,3322.285,0.365,0.355,11.0143,4.875,42.7515862,Radial Velocity
GJ 1151 c,GJ 1151,389.7,0.5714,,,10.62,0.03341,,,M 4.5V,3280.0,0.18,0.16,8.03625,5.09,48.3732334,Radial Velocity
GJ 1214 b,GJ 1214,1.5804041605555554,0.014686666666666667,2.6566666666666667,0.23755555555555555,6.9487499999999995,0.021844285714285712,0.04184,573.8,M4 V,3070.25,0.20882352941176469,0.16714285714285712,14.6427,5.008125,4.9606795,Transit
GJ 1252 b,GJ 1252,0.5182395599999999,0.009155,1.1886666666666665,0.10566666666666667,1.5766666666666669,0.00496,0.0,1089.0,M3,3458.0,0.39,0.38,20.373,,-56.46228649999999,Transit
GJ 1265 b,GJ 1265,3.6511,0.026,,,7.4,0.02328,0.04,,M4.5 V,3236.0,0.19,0.18,10.2525,5.09,-17.6870623,Radial Velocity
GJ 143 b,GJ 143,35.600764999999996,0.19235000000000002,2.61,0.233,26.665,0.083895,0.2565,422.0,K4.5,4640.0,0.71,0.745,16.32,4.61,-63.500166,Transit
GJ 15 A b,GJ 15 A,11.4424,0.07229999999999999,,,4.604956666666666,0.014486666666666667,0.056333333333333326,550.0,M1,3638.89,0.3833333333333333,0.3866666666666667,3.56228,4.886666666666667,44.0247296,Radial Velocity
GJ 15 A c,GJ 15 A,7600.0,5.4,,,36.0,0.11327,0.27,,M1,3607.0,0.38,0.38,3.56228,4.87,44.0247296,Radial Velocity
GJ 160.2 b,GJ 160.2,5.2354,0.053,,,10.2,0.03209,0.06,,M0 V,4347.0,,0.69,25.8557,,-20.8564724,Radial Velocity
GJ 163 b,GJ 163,8.63182,0.0607,,,10.6,0.03335,0.073,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 163 c,GJ 163,25.63058,0.1254,,,6.8,0.0214,0.099,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 163 d,GJ 163,603.95116,1.0304,,,29.4,0.0925,0.373,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 179 b,GJ 179,2308.0,2.4523333333333333,,,267.18465,0.8406666666666666,0.18600000000000003,,M2 V,3383.9266666666667,0.38,0.36999999999999994,12.356,4.843333333333334,6.475234699999999,Radial Velocity
GJ 180 b,GJ 180,17.2565,0.0975,,,7.3950000000000005,0.023265,0.09,,M2 V,3371.0,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 180 c,GJ 180,24.329,0.129,,,6.4,0.02014,0.09,,M2 V,3371.0,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 180 d,GJ 180,106.3,0.309,,,7.56,0.02379,0.14,,,,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 2030 b,GJ 2030,2.38129,0.034,,,4.76743,0.015,0.239,,,,,0.96,37.0788,,-7.7950429,Radial Velocity
GJ 2030 c,GJ 2030,25533.11353,16.761,,,4069.15709,12.803,0.041,,,,,0.96,37.0788,,-7.7950429,Radial Velocity
GJ 2056 b,GJ 2056,69.971,0.283,,,16.2,0.05097,0.72,,,,,0.62,28.4434,,-24.8921008,Radial Velocity
GJ 229 A c,GJ 229,121.96384,0.36150000000000004,,,7.924685,0.024935,0.278,,,,,0.5449999999999999,5.75624,,-21.8677233,Radial Velocity
GJ 229 b,GJ 229,525.5299833333333,0.9846666666666667,,,18.47198,0.05811666666666667,0.20133333333333334,,M1/M2 V,3564.0,,0.5566666666666666,5.756240000000001,,-21.867723300000005,Radial Velocity
GJ 251 b,GJ 251,14.238,0.0818,,,4.0,0.01259,0.1,351.0,M3.0 V,3451.0,0.36,0.36,5.58057,4.96,33.2664632,Radial Velocity
GJ 27.1 b,GJ 27.1,15.819,0.101,,,13.0,0.0409,0.08,,M0.5 V,3542.0,,0.53,23.6062,,-44.2541679,Radial Velocity
GJ 273 b,GJ 273,18.6498,0.091101,,,2.89,0.00909,0.1,,M3.5,3382.0,0.29,0.29,5.921535,,5.225807,Radial Velocity
GJ 273 c,GJ 273,4.7234,0.036467,,,1.18,0.00371,0.17,,M3.5,3382.0,0.29,0.29,5.921535,,5.225807,Radial Velocity
GJ 3021 b,GJ 3021,133.71,0.49,,,1071.04,3.37,0.511,350.0,G6 V,5540.0,0.9,0.9,17.5559,4.7,-79.8514218,Radial Velocity
GJ 3082 b,GJ 3082,11.949,0.079,,,8.2,0.0258,0.22,,,,,0.47,16.6186,,-53.9407751,Radial Velocity
GJ 3090 b,GJ 3090,2.8531054,0.03165,2.13,0.19,3.34,0.01051,0.32,693.0,M2 V,3556.0,0.52,0.52,22.4751,4.73,-46.7147234,Transit
GJ 3138 b,GJ 3138,1.22003,0.0197,,,1.78,0.0056,0.19,,M0,3717.0,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 3138 c,GJ 3138,5.974,0.057,,,4.18,0.01315,0.11,,M0,3717.0,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 3138 d,GJ 3138,257.8,0.698,,,10.5,0.03304,0.32,,M0,3717.0,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 317 b,GJ 317,693.98,1.10775,,,580.48401,1.826455,0.11775000000000001,,M2.5 V,3501.365,0.43,0.3875,15.1968,4.82,-23.452809,Radial Velocity
GJ 317 c,GJ 317,7387.83075,12.003333333333336,,,544.83628,1.71424,0.3845,,M2.5 V,3501.365,0.43,0.3825,15.1968,4.82,-23.452809,Radial Velocity
GJ 3222 b,GJ 3222,10.66669,0.091,,,11.44182,0.036,0.929,,,,,0.89,18.23817,,-40.0762325,Radial Velocity
GJ 328 b,GJ 328,3935.5,4.305,,,764.37465,2.405,0.2985,,M0.0,3898.5,0.63,0.6699999999999999,20.5266,4.64,1.5420011,Radial Velocity
GJ 328 c,GJ 328,241.8,0.657,,,21.4,0.06733,,,M0.0,3897.0,0.63,0.65,20.5266,4.64,1.5420011,Radial Velocity
GJ 3293 b,GJ 3293,30.59935,0.143395,,,24.63,0.07753,0.065,,M2.5,3466.0,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 c,GJ 3293,123.1848,0.362875,,,23.405,0.07368,0.22,,M2.5,3466.0,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 d,GJ 3293,48.1345,0.19394,,,7.6,0.02391,0.12,,M2.5,3466.0,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 e,GJ 3293,13.2543,0.08208,,,3.28,0.01032,0.21,,M2.5,3466.0,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3323 b,GJ 3323,5.3636,0.03282,,,2.02,0.00636,0.23,,M4,3159.0,0.12,0.16,5.37484,,-6.9485133,Radial Velocity
GJ 3323 c,GJ 3323,40.54,0.1264,,,2.31,0.00727,0.17,,M4,3159.0,0.12,0.16,5.37484,,-6.9485133,Radial Velocity
GJ 3341 b,GJ 3341,14.207,0.089,,,6.6,0.0208,0.31,,M2.5,3526.0,0.44,0.47,23.619,,-31.2948458,Radial Velocity
GJ 338 B b,GJ 338 B,24.436,0.1415,,,10.434999999999999,0.03283,0.1095,391.0,M0 V,4009.5,0.58,0.64,6.33256,4.68,52.6835211,Radial Velocity
GJ 3470 b,GJ 3470,3.3366993999999996,0.034566,4.28,0.381,13.701666666666668,0.04306666666666666,0.04975,607.0,M1.5,3595.5555555555557,0.511,0.524,29.4214,4.720000000000001,15.391209,Radial Velocity
GJ 3473 b,GJ 3473,1.1980035,0.01589,1.264,0.113,1.86,0.00585,0.0,773.0,,3347.0,0.36,0.36,27.3644,4.81,3.3371629,Transit
GJ 3473 c,GJ 3473,15.509,0.0876,,,7.41,0.02331,0.0,329.0,,3347.0,0.36,0.36,27.3644,4.81,3.3371629,Radial Velocity
GJ 3512 b,GJ 3512,203.64,0.3375,,,146.67818,0.4615,0.43779999999999997,,M5.5 V,3081.0,0.14,0.12,9.48637,,59.4918364,Radial Velocity
GJ 3512 c,GJ 3512,1599.6,1.292,,,63.56568,0.2,0.0183,,M5.5 V,3081.0,0.14,0.12,9.48637,,59.4918364,Radial Velocity
GJ 357 b,GJ 357,3.9306476666666668,0.035500000000000004,1.2085,0.108,1.84,0.00579,,521.5,M2.5 V,3505.0,0.34,0.34,9.44181,4.94,-21.665063399999998,Transit
GJ 357 c,GJ 357,9.1247,0.061,,,3.4,0.0107,,401.0,M2.5 V,3505.0,0.34,0.34,9.44181,4.94,-21.6650634,Radial Velocity
GJ 357 d,GJ 357,55.661,0.204,,,6.1,0.01919,,220.0,M2.5 V,3505.0,0.34,0.34,9.44181,4.94,-21.6650634,Radial Velocity
GJ 3634 b,GJ 3634,2.64561,0.0287,,,8.4,0.026,0.08,,M2.5,,0.43,0.45,20.3779,,-31.1443383,Radial Velocity
GJ 367 b,GJ 367,0.32194225,0.007095000000000001,0.7084999999999999,0.063,0.5895,0.0018549999999999999,0.03,1555.0,M1.0 V,3522.0,0.46,0.455,9.41263,4.78,-45.7790165,Transit
GJ 367 c,GJ 367,11.5301,,,,4.13,0.01299,0.09,,M1.0 V,3522.0,0.46,0.46,9.41263,4.78,-45.7790165,Radial Velocity
GJ 367 d,GJ 367,34.369,,,,6.03,0.01897,0.14,,M1.0 V,3522.0,0.46,0.46,9.41263,4.78,-45.7790165,Radial Velocity
GJ 3779 b,GJ 3779,3.0232,0.026,,,8.0,0.02517,0.07,,M4.0 V,3324.0,0.28,0.27,13.743,5.05,24.4639425,Radial Velocity
GJ 3929 b,GJ 3929,2.61625475,0.025445000000000002,1.12,0.1,1.48,0.00466,0.0,568.5,M3.5 V,3376.5,0.32,0.31,15.8095,4.865,35.4081141,Transit
GJ 3929 c,GJ 3929,15.04,0.081,,,5.71,0.01797,0.0,317.0,,3384.0,0.32,0.31,15.8095,4.89,35.4081141,Radial Velocity
GJ 393 b,GJ 393,7.02679,0.05402,,,1.71,0.00538,,485.0,M2.0 V,3579.0,0.43,0.43,7.03149,4.88,0.8378485,Radial Velocity
GJ 3942 b,GJ 3942,6.905,0.0608,,,7.14,0.02246,0.121,590.0,M0,3867.0,0.61,0.63,16.9287,4.65,52.9441443,Radial Velocity
GJ 3988 b,GJ 3988,6.9442,0.0405,,,3.69,0.01161,0.0,348.0,M4.5 V,3273.0,0.2,0.18,9.9105,4.92,51.4089795,Radial Velocity
GJ 3998 b,GJ 3998,2.64977,0.029,,,2.47,0.00777,0.0,,M1,3722.0,0.49,0.5,18.1459,4.77,11.0561751,Radial Velocity
GJ 3998 c,GJ 3998,13.74,0.089,,,6.26,0.0197,0.049,,M1,3722.0,0.49,0.5,18.1459,4.77,11.0561751,Radial Velocity
GJ 411 b,GJ 411,12.9442,0.0787775,,,2.7933125,0.0087875,0.1245,360.0,M1.5 V,3650.7375,0.38,0.39,5.675773,4.886666666666667,35.972317,Radial Velocity
GJ 414 A b,GJ 414 A,51.2125,0.23635,2.63,0.235,8.917034999999998,0.028055,0.365,309.0,K7 V,4162.965,0.675,0.6699999999999999,11.8893,4.635,30.4451688,Radial Velocity
GJ 414 A c,GJ 414 A,747.2650000000001,1.412,8.4,0.749,56.155215,0.17668499999999998,0.145,125.0,K7 V,4162.965,0.675,0.6699999999999999,11.8893,4.635,30.4451688,Radial Velocity
GJ 422 b,GJ 422,23.145000000000003,0.11499999999999999,,,10.485,0.03299,0.08,,M3.5 V,3323.0,,0.35,12.6631,,-57.5425629,Radial Velocity
GJ 4276 b,GJ 4276,13.352,0.082,,,16.57,0.05213,0.37,,M4.0,3387.0,0.41,0.41,21.3362,4.97,59.412503,Radial Velocity
GJ 433 b,GJ 433,7.3705,0.06,,,5.8724,0.0184225,0.0625,,M1.5,3511.0,0.5,0.5075,9.06456,4.81,-32.5436302,Radial Velocity
GJ 433 c,GJ 433,4247.0525,4.2095,,,38.711,0.12179999999999999,0.1,,M1.5 V,3472.0,,0.48,9.06456,,-32.5436302,Radial Velocity
GJ 433 d,GJ 433,36.059,0.178,,,5.223,0.01643,0.07,,,,,0.48,9.06456,,-32.5436302,Radial Velocity
GJ 436 b,GJ 436,2.6417103395000003,0.02881357142857143,4.137111111111111,0.3685555555555556,22.681155999999998,0.07142200000000001,0.15749749999999998,663.5,M2.5 V,3446.256875,0.4453333333333333,0.44764705882352945,9.75321,4.783333333333333,26.703066900000003,Radial Velocity
GJ 463 b,GJ 463,3448.0,3.53,,,905.8109600000001,2.85,0.09000000000000001,,M3 V,3540.0,0.49,0.49,18.3554,4.86,64.0324311,Radial Velocity
GJ 480 b,GJ 480,9.567,0.068,,,13.2,0.04153,0.1,,M3.5 Ve,,,0.45,14.2358,,11.6950708,Radial Velocity
GJ 486 b,GJ 486,1.467119,0.01734,1.305,0.116,2.82,0.00887,0.05,701.0,M3.5 V,3340.0,0.33,0.32,8.07426,,9.7494181,Radial Velocity
GJ 504 b,GJ 504,,43.5,,,1271.3,4.0,,510.0,G0 V,6234.0,,1.22,17.5299,4.6,9.4249781,Imaging
GJ 514 b,GJ 514,140.43,0.422,,,5.2,0.01636,0.45,202.0,M0.5-1.0 V,3728.0,0.5,0.51,7.61778,4.76,10.3725387,Radial Velocity
GJ 536 b,GJ 536,8.707799999999999,0.066805,,,5.9399999999999995,0.018685,0.0995,,M1 V,3679.5,0.505,0.515,10.4092,4.74,-2.6522901,Radial Velocity
GJ 581 b,GJ 581,5.36809,0.040702666666666665,,,15.848505000000001,0.049821666666666674,0.006999999999999999,,M3 V,3427.463333333333,0.312,0.312,6.298100000000001,4.906666666666666,-7.722693500000001,Radial Velocity
GJ 581 c,GJ 581,12.919139999999999,0.07253659999999999,,,5.433094,0.017120000000000003,0.0754,,M3 V,3427.463333333333,0.3175,0.3125,6.2981,4.906666666666666,-7.7226935,Radial Velocity
GJ 581 e,GJ 581,3.1500225,0.02890075,,,1.74925,0.005465,0.03125,,M3 V,3396.0,0.31666666666666665,0.31,6.2981,4.89,-7.7226935,Radial Velocity
GJ 625 b,GJ 625,14.628,0.078361,,,2.82,0.00887,0.13,,M2,3499.0,0.31,0.3,6.47249,4.94,54.3033625,Radial Velocity
GJ 649 b,GJ 649,601.0666666666666,1.1265,,,91.21551333333333,0.287,0.18433333333333332,,M1.0,3747.0733333333333,0.5,0.5266666666666667,10.3796,4.76,25.7419719,Radial Velocity
GJ 667 C b,GJ 667 C,7.200792,0.04998275,,,5.635249999999999,0.0179725,0.1548,,M1.5 V,3550.0,,0.33,7.2439599999999995,4.69,-34.9977651,Radial Velocity
GJ 667 C c,GJ 667 C,28.134500000000003,0.1245025,,,4.03725,0.0131,0.17325000000000002,,M1.5 V,3550.0,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C e,GJ 667 C,62.24,0.213,,,2.7,0.008,0.02,,M1.5 V,3350.0,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C f,GJ 667 C,39.026,0.156,,,2.7,0.008,0.03,,M1.5 V,3350.0,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C g,GJ 667 C,256.2,0.549,,,4.6,0.014,0.08,,M1.5 V,3350.0,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 674 b,GJ 674,4.6938,0.039,,,11.09,0.035,0.2,,M2.5,3600.0,,0.35,4.54896,,-46.8989826,Radial Velocity
GJ 676 A b,GJ 676 A,1053.289052,1.7974,,,1734.8121859999999,5.4604,0.32520000000000004,,M0 V,3734.0,0.69,0.69,16.0272,4.62,-51.6377777,Radial Velocity
GJ 676 A c,GJ 676 A,10629.211510000001,8.163,,,3224.692435,10.146,0.295,,,,,0.63,16.0272,,-51.6377777,Radial Velocity
GJ 676 A d,GJ 676 A,3.6004199999999997,0.040150000000000005,,,4.204646666666667,0.013333333333333334,0.20133333333333334,,M0 V,,,0.6699999999999999,16.0272,,-51.637777699999994,Radial Velocity
GJ 676 A e,GJ 676 A,35.41119333333333,0.184,,,8.758133333333333,0.027333333333333334,0.17233333333333334,,M0 V,,,0.6699999999999999,16.0272,,-51.637777699999994,Radial Velocity
GJ 680 b,GJ 680,17281.66514,10.138,,,7977.49302,25.1,0.381,,,,,0.46,9.67315,,-48.6788427,Radial Velocity
GJ 682 b,GJ 682,17.478,0.08,,,4.4,0.01384,0.08,,M3.5 V,3028.0,,0.27,5.00671,,-44.3232519,Radial Velocity
GJ 682 c,GJ 682,57.32,0.176,,,8.7,0.02737,0.1,,M3.5 V,3028.0,,0.27,5.00671,,-44.3232519,Radial Velocity
GJ 685 b,GJ 685,24.16,0.1344,,,9.0,0.02832,0.0,,M0.5,3816.0,0.54,0.55,14.3155,4.72,61.6793482,Radial Velocity
GJ 687 b,GJ 687,38.1435,0.16558250000000002,,,18.0599275,0.056855,0.10075,,M3 V,3438.1,0.4166666666666667,0.42,4.54939,4.84,68.3336741,Radial Velocity
GJ 687 c,GJ 687,727.562,1.165,,,16.0,0.05034,0.4,,,,,0.4,4.54939,,68.3336741,Radial Velocity
GJ 720 A b,GJ 720 A,19.466,0.119,,,13.64,0.04292,0.12,401.0,M0.5 V,3837.0,0.56,0.57,15.5575,4.71,45.7456038,Radial Velocity
GJ 724 b,GJ 724,5.101284,0.04685,,,10.75,0.03382,0.577,611.0,M1.0 V,3799.0,0.52,0.53,16.9658,4.88,-13.3824997,Radial Velocity
GJ 740 b,GJ 740,2.37756,0.029,,,2.96,0.00931,0.24,829.0,M1.0 V,3913.0,0.56,0.58,11.1017,4.68,5.902867,Radial Velocity
GJ 806 b,GJ 806,0.9263237,0.01406,1.331,0.119,1.9,0.00598,,940.0,M1.5 V,3600.0,0.41,0.41,12.0445,4.98,44.5002351,Transit
GJ 806 c,GJ 806,6.64064,0.0523,,,5.8,0.01825,,490.0,M1.5 V,3600.0,0.41,0.41,12.0445,4.98,44.5002351,Radial Velocity
GJ 832 b,GJ 832,3608.6,3.53,,,237.07177000000001,0.746,0.07980000000000001,,M1 V,3533.6666666666665,0.45999999999999996,0.44800000000000006,4.96435,4.7225,-49.0125169,Radial Velocity
GJ 849 b,GJ 849,1903.0442857142857,2.3565,,,287.1760642857143,0.9035714285714286,0.044500000000000005,,M3.5,3419.42,0.47750000000000004,0.5042857142857143,8.80058,4.79,-4.6408317,Radial Velocity
GJ 849 c,GJ 849,6269.333333333333,4.962,,,293.5675033333334,0.9236666666666666,0.0955,,M3.5,3514.84,0.45999999999999996,0.48,8.80058,4.795,-4.6408317,Radial Velocity
GJ 86 b,GJ 86,15.764606666666666,0.11233333333333334,,,1310.5006,4.123333333333334,0.04253333333333333,,,5166.5,0.77,0.8333333333333334,10.7836,4.609999999999999,-50.820994500000005,Radial Velocity
GJ 876 b,GJ 876,61.0106675,0.21191775,,,755.34974125,2.3766475,0.066625,,M4 V,3275.548,0.345,0.34375,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 c,GJ 876,30.193645714285715,0.13264700000000001,,,242.73511428571427,0.7637428571428571,0.22344428571428573,,M4 V,3276.685,0.344,0.3442857142857143,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 d,GJ 876,1.937844857142857,0.021213833333333335,,,7.001354285714285,0.021534285714285718,0.14457142857142857,,M4 V,3276.685,0.344,0.3442857142857143,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 e,GJ 876,124.38666666666667,0.34356666666666663,,,16.393716666666666,0.051603333333333334,0.042,,,3271.0,0.32499999999999996,0.3433333333333333,4.67517,4.87,-14.2665958,Radial Velocity
GJ 887 b,GJ 887,9.262,0.068,,,4.2,0.01321,0.0,468.0,M1 V,3688.0,0.47,0.49,3.29,4.78,-35.8530693,Radial Velocity
GJ 887 c,GJ 887,21.789,0.12,,,7.6,0.02391,,352.0,M1 V,3688.0,0.47,0.49,3.29,4.78,-35.8530693,Radial Velocity
GJ 896 A b,GJ 896 A,284.39,0.63965,,,718.2922,2.26,0.35,,M3.5 V,,,0.44,6.26022,,19.9370011,Astrometry
GJ 9066 c,GJ 9066,769.6234999999999,0.875,,,69.171985,0.21764,0.395,,M4.5 V,3154.0,0.16,0.15,4.471,5.01,13.0443172,Radial Velocity
GJ 9404 b,GJ 9404,13.4586,0.0943,,,11.9,0.03744,0.49,,,,,0.62,23.8839,,28.3827126,Radial Velocity
GJ 96 b,GJ 96,73.94,0.291,,,19.66,0.06186,0.44,,M2,3785.0,,0.6,11.9315,,47.8802075,Radial Velocity
GJ 9689 b,GJ 9689,18.27,0.1139,,,9.65,0.03036,0.29,453.0,M0.5,3836.0,0.57,0.59,30.6203,4.69,13.3888921,Radial Velocity
GJ 9714 b,GJ 9714,19240.75467,12.319,,,2988.54051,9.403,0.155,,,,,0.67,20.5121,,-32.5250028,Radial Velocity
